City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
364,Peniche,PT,39.36,-9.38,55.0,68,33,13.0,scattered clouds
365,Oranjemund,NA,-28.55,16.43,60.66,79,0,14.05,clear sky
366,Salekhard,RU,66.53,66.6,16.57,94,100,13.58,overcast clouds
367,Bata,GQ,1.86,9.77,78.26,85,71,7.81,broken clouds
368,Cheltenham,GB,51.9,-2.08,41.0,84,85,3.0,overcast clouds
369,Vestmannaeyjar,IS,63.44,-20.27,27.77,87,61,36.44,broken clouds
370,Mnogovershinnyy,RU,53.94,139.92,-3.91,93,79,6.04,broken clouds
371,Sioux Lookout,CA,50.1,-91.92,28.4,86,90,8.05,overcast clouds
372,Sisimiut,GL,66.94,-53.67,14.61,87,17,18.72,few clouds
373,Abha,SA,18.22,42.51,57.2,87,0,3.04,clear sky
374,Seoul,KR,37.57,126.98,28.4,58,1,6.6,clear sky
375,Tapejara,BR,-28.07,-52.01,69.73,88,99,11.56,moderate rain
376,Kaitangata,NZ,-46.28,169.85,57.0,53,91,15.01,overcast clouds
377,Ponnani,IN,10.77,75.93,75.2,83,40,2.24,mist
378,Jacksonville,US,30.33,-81.66,53.6,34,40,5.82,scattered clouds
379,Bom Jesus,BR,-9.07,-44.36,80.11,58,66,2.33,broken clouds
380,Port Blair,IN,11.67,92.75,81.03,80,100,11.1,overcast clouds
381,Calvinia,ZA,-31.47,19.78,61.02,32,0,5.82,clear sky
382,Subtanjalla,PE,-14.02,-75.76,69.8,73,0,21.92,clear sky
383,Ostrovnoy,RU,68.05,39.51,28.02,94,100,30.69,overcast clouds
384,Havoysund,NO,71.0,24.66,41.0,60,0,18.34,light rain
385,Nampula,MZ,-15.12,39.27,74.75,81,100,6.98,overcast clouds
386,Bay Roberts,CA,47.6,-53.26,59.0,100,90,21.92,light intensity drizzle
387,Ondjiva,AO,-17.07,15.73,78.15,30,41,9.26,scattered clouds
388,Atagay,RU,55.1,99.39,7.54,90,0,3.53,clear sky
389,Tadine,NC,-21.55,167.88,78.71,71,20,13.24,few clouds
390,Padang,ID,-0.95,100.35,75.74,70,0,4.59,clear sky
391,Kavieng,PG,-2.57,150.8,82.08,71,99,1.61,light rain
392,Vallenar,CL,-28.57,-70.76,73.96,42,0,4.47,clear sky
393,Nortelandia,BR,-14.45,-56.8,82.42,54,57,1.57,broken clouds
394,El Alto,PE,-4.27,-81.21,71.6,73,0,11.41,clear sky
395,Wanning,CN,18.8,110.4,65.17,82,48,13.11,scattered clouds
396,Cap Malheureux,MU,-19.98,57.61,78.01,85,40,5.01,scattered clouds
397,Telhara,IN,21.03,76.84,65.03,49,32,4.36,scattered clouds
398,Koslan,RU,63.46,48.9,26.1,98,95,8.97,overcast clouds
399,Benguela,AO,-12.58,13.41,76.82,74,100,4.52,overcast clouds
400,Bilimbay,RU,56.97,59.81,-0.4,91,0,4.47,clear sky
401,Mbini,GQ,1.57,9.61,78.39,84,96,6.53,overcast clouds
402,Mabaruma,GY,8.2,-59.78,73.72,97,87,3.47,overcast clouds
403,Caravelas,BR,-17.71,-39.25,77.09,84,54,8.68,broken clouds
404,Caxito,AO,-8.58,13.66,78.8,88,75,5.82,broken clouds
405,The Valley,AI,18.22,-63.06,79.0,69,40,9.17,scattered clouds
406,Maldonado,UY,-34.67,-54.92,77.0,73,90,4.7,light rain
407,Megalopoli,GR,37.4,22.14,57.99,100,98,3.36,overcast clouds
408,Slavgorod,RU,53.0,78.64,-1.25,93,89,3.51,overcast clouds
409,Boldumsaz,TM,42.13,59.67,17.6,78,0,6.93,clear sky
410,Kribi,CM,2.95,9.92,78.78,86,6,8.32,clear sky
411,Plouzane,FR,48.38,-4.62,46.4,87,90,4.7,overcast clouds
412,Velsk,RU,61.07,42.1,24.49,97,98,6.24,overcast clouds
413,Rawson,AR,-43.3,-65.1,57.69,59,0,13.65,clear sky
414,Laguna,US,38.42,-121.42,66.0,34,1,2.93,clear sky
415,Roald,NO,62.58,6.13,42.8,81,98,8.05,drizzle
416,Dindori,IN,22.95,81.08,56.28,42,61,2.35,broken clouds
417,Taltal,CL,-25.4,-70.48,64.33,69,22,5.01,few clouds
418,Santa Rosa Del Sur,CO,7.96,-74.05,72.52,96,80,2.55,light rain
419,Abbeville,FR,50.1,1.83,43.0,84,100,11.45,overcast clouds
420,Tucuma,BR,-0.18,-50.05,78.53,85,66,7.05,broken clouds
421,Jorpeland,NO,59.02,6.04,42.8,93,75,12.75,light rain
422,Nantucket,US,41.28,-70.1,44.6,67,90,17.22,overcast clouds
423,Halifax,CA,44.65,-63.57,46.99,100,100,5.82,overcast clouds
424,Praia,CV,14.92,-23.51,73.4,69,20,10.29,few clouds
425,Phuket,TH,8.0,98.25,81.0,83,75,3.36,broken clouds
426,Jutai,BR,-5.18,-68.9,76.44,94,100,1.25,overcast clouds
427,Gondang,ID,-7.01,111.32,75.29,94,100,4.63,overcast clouds
428,Champerico,GT,14.3,-91.92,87.8,66,20,9.17,few clouds
429,Rosh Pinna,IL,32.97,35.54,59.0,78,0,1.99,clear sky
430,Drezna,RU,55.75,38.85,15.8,92,97,6.71,overcast clouds
431,Bonavista,CA,48.65,-53.11,53.01,100,98,4.7,overcast clouds
432,Burns Lake,CA,54.23,-125.75,30.2,58,9,4.7,clear sky
433,Mecca,SA,21.43,39.83,74.21,52,9,4.5,clear sky
434,Road Town,VG,18.42,-64.62,79.0,74,40,5.82,scattered clouds
435,Moerai,PF,-22.43,-151.33,79.32,78,91,8.32,overcast clouds
436,Columbia,US,34.0,-81.03,53.6,37,1,3.24,clear sky
437,Port Hueneme,US,34.15,-119.2,72.0,45,1,6.93,clear sky
438,Udachnyy,RU,66.42,112.4,15.8,92,90,13.42,light shower snow
439,Hillsborough,US,37.57,-122.38,64.4,45,75,5.41,broken clouds
440,Susanville,US,40.42,-120.65,46.4,45,1,6.93,clear sky
441,College,US,64.86,-147.8,12.99,92,20,3.2,few clouds
442,Jalu,LY,29.03,21.55,58.3,61,4,6.8,clear sky
443,Port Hedland,AU,-20.32,118.57,86.0,55,29,3.36,scattered clouds
444,Baykit,RU,61.67,96.37,8.22,91,100,5.46,overcast clouds
445,Khorinsk,RU,52.17,109.77,4.57,91,52,6.4,broken clouds
446,Tumarbong,PH,10.38,119.46,77.49,89,100,4.32,light rain
447,Airai,TL,-8.93,125.41,66.9,98,76,0.69,moderate rain
448,Massakory,TD,13.0,15.73,72.18,20,2,10.94,clear sky
449,Kalmunai,LK,7.42,81.82,77.41,88,100,1.54,light rain
450,Yinchuan,CN,38.47,106.27,18.0,87,87,3.47,overcast clouds
451,Porvoo,FI,60.39,25.67,32.0,91,76,3.0,broken clouds
452,Lavrentiya,RU,65.58,-171.0,8.94,90,24,12.08,few clouds
453,Manati,PR,18.43,-66.49,78.01,83,56,8.88,broken clouds
454,Truth Or Consequences,US,33.13,-107.25,43.0,35,90,13.87,overcast clouds
455,Morondava,MG,-20.28,44.28,78.06,86,100,5.26,moderate rain
456,Rocha,UY,-34.48,-54.33,67.35,84,92,7.78,overcast clouds
457,Ambon,ID,-3.7,128.18,78.8,88,40,6.93,scattered clouds
458,Coquimbo,CL,-29.95,-71.34,60.8,72,0,11.41,clear sky
459,Sergeyevka,KZ,53.88,67.42,4.89,92,39,8.21,scattered clouds
460,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.0,83,40,17.22,scattered clouds
461,Ranong,TH,9.97,98.63,77.16,85,100,5.17,light rain
462,Mabay,PH,6.06,124.47,80.35,73,89,3.04,light rain
463,Saint-Louis,SN,16.33,-15.0,76.87,39,68,14.38,broken clouds
464,Sobolevo,RU,54.43,31.9,24.28,96,98,8.52,light snow
465,Laureles,US,26.11,-97.49,73.99,78,90,8.05,overcast clouds
466,Sao Joao Da Barra,BR,-21.64,-41.05,75.76,90,94,5.06,heavy intensity rain
467,Vanimo,PG,-2.67,141.3,81.1,75,92,3.96,overcast clouds
468,Wamba,NG,8.93,8.6,73.65,21,70,4.27,broken clouds
469,Lemon Tree Passage,AU,-32.73,152.04,71.6,78,90,9.17,overcast clouds
470,Khilchipur,IN,24.03,76.57,60.35,35,48,3.38,scattered clouds
471,Richards Bay,ZA,-28.78,32.04,65.07,76,99,2.62,overcast clouds
472,Glenwood Springs,US,39.55,-107.32,28.99,66,1,2.66,clear sky
473,Podor,MR,16.65,-14.96,77.18,37,59,14.41,broken clouds
474,Vaitape,PF,-16.52,-151.75,81.64,74,78,13.4,light rain
475,Marang,MY,5.21,103.21,75.2,100,40,2.24,heavy intensity rain
476,Ust-Nera,RU,64.57,143.2,-20.38,78,99,3.44,overcast clouds
477,Praxedis Guerrero,MX,31.37,-106.02,46.4,33,40,11.41,scattered clouds
478,Lyskovo,RU,56.03,45.04,14.14,93,95,5.64,overcast clouds
479,Johnstown,US,40.33,-78.92,28.4,74,40,14.99,scattered clouds
480,Cockburn Town,TC,21.46,-71.14,78.8,69,40,5.82,scattered clouds
481,Basco,PH,20.45,121.97,75.52,83,100,42.19,overcast clouds
482,San Quintin,MX,30.48,-115.95,68.31,41,0,5.91,clear sky
483,Surbo,IT,40.4,18.13,59.0,87,5,10.29,clear sky
484,Neiafu,TO,-18.65,-173.98,82.4,83,75,9.17,broken clouds
485,Pochutla,MX,15.74,-96.47,82.4,74,40,4.23,scattered clouds
486,Muros,ES,42.78,-9.06,45.0,81,16,1.01,few clouds
487,Gat,IL,31.61,34.76,57.2,87,0,1.12,clear sky
488,Fredericksburg,US,38.3,-77.46,46.4,45,1,3.36,clear sky
489,Sinnamary,GF,5.38,-52.95,78.57,87,29,8.7,scattered clouds
490,Khorramshahr,IR,30.44,48.17,64.4,100,75,6.93,light rain
491,Rania,IN,29.53,74.83,60.85,30,0,3.27,clear sky
492,Sungairaya,ID,0.7,108.9,77.52,86,14,4.43,few clouds
493,Timaru,NZ,-44.4,171.25,62.56,44,0,3.13,clear sky
494,Jacareacanga,BR,-6.22,-57.75,81.37,73,94,0.54,overcast clouds
495,Kinablangan,PH,7.69,126.55,81.34,77,94,3.74,moderate rain
496,Quebec,CA,46.81,-71.21,39.2,64,92,6.93,overcast clouds
497,Abu Dhabi,AE,24.47,54.37,71.6,88,0,3.36,clear sky
498,Punta Alta,AR,-38.88,-62.07,64.47,46,0,15.52,clear sky
499,Lochem,NL,52.16,6.41,41.0,97,100,5.01,overcast clouds
500,Basoko,CD,1.24,23.62,75.0,76,64,2.91,broken clouds
501,Olafsvik,IS,64.89,-23.71,21.06,90,88,35.99,overcast clouds
502,Ewa Beach,US,21.32,-158.01,82.4,54,1,9.17,clear sky
503,Beidao,CN,34.57,105.89,24.49,92,100,2.64,light snow
504,Coachella,US,33.68,-116.17,77.0,8,1,6.93,clear sky
505,Kiunga,PG,-6.12,141.29,76.68,96,100,1.68,light rain
506,Mackenzie,CA,55.3,-123.17,30.2,68,1,4.7,clear sky
507,Gawler,AU,-34.6,138.73,71.01,39,0,3.0,clear sky
508,Kozhevnikovo,RU,56.26,83.97,3.99,89,0,3.0,clear sky
509,Winnemucca,US,40.97,-117.74,48.2,29,1,3.36,clear sky
510,Oudtshoorn,ZA,-33.59,22.2,51.8,81,0,3.36,clear sky
511,Port Hawkesbury,CA,45.62,-61.35,51.8,93,90,5.82,moderate rain
512,Hay River,CA,60.82,-115.8,42.8,85,100,8.05,overcast clouds
513,Porto Velho,BR,-8.76,-63.9,80.6,83,75,3.36,broken clouds
514,Grindavik,IS,63.84,-22.43,26.6,73,75,36.91,shower rain
515,Kamenka,RU,51.32,42.77,14.77,85,36,10.18,scattered clouds
516,Ixtapa,MX,20.7,-105.2,80.6,74,20,10.29,few clouds
517,Augustow,PL,53.84,22.98,26.38,96,85,7.85,overcast clouds
518,Margate,GB,51.38,1.39,44.01,87,98,15.46,overcast clouds
519,Dodge City,US,37.75,-100.02,34.0,86,90,23.04,snow
520,Srednekolymsk,RU,67.45,153.68,-18.85,81,85,3.29,overcast clouds
521,Plettenberg Bay,ZA,-34.05,23.37,55.9,74,2,4.09,clear sky
522,Yala,TH,6.33,101.25,73.29,94,99,2.28,light rain
523,Sangar,RU,63.92,127.47,-13.13,89,100,7.4,overcast clouds
524,Ponta Do Sol,PT,32.67,-17.1,66.2,82,20,12.75,few clouds
525,Westport,US,41.14,-73.36,41.0,61,73,13.42,broken clouds
526,Churapcha,RU,62.0,132.43,-2.76,92,99,3.27,light snow
527,Floro,NO,61.6,5.03,39.2,86,90,21.92,light rain
528,Selma,US,36.57,-119.61,66.2,32,1,5.82,clear sky
529,Esmeraldas,BR,-19.76,-44.31,73.4,78,40,6.93,light rain
530,Cochabamba,BO,-17.39,-66.16,75.2,31,75,6.93,broken clouds
531,Yenagoa,NG,4.92,6.26,76.5,91,1,4.94,clear sky
532,Goulburn,AU,-34.75,149.72,68.0,72,89,5.44,overcast clouds
533,Yongchang,CN,30.04,119.73,46.99,89,98,1.01,overcast clouds
534,Bani Walid,LY,31.76,13.99,57.27,45,0,6.51,clear sky
535,Maltahohe,NA,-24.83,16.98,64.29,25,0,4.94,clear sky
536,Kyaukse,MM,21.6,96.13,60.8,87,20,3.22,mist
537,Jacqueville,CI,5.21,-4.41,82.4,88,40,9.17,scattered clouds
538,Marfino,RU,55.7,37.38,18.0,85,85,6.71,overcast clouds
539,Dunedin,NZ,-45.87,170.5,61.0,41,24,25.99,few clouds
540,Khandbari,NP,27.37,87.2,55.17,67,37,1.7,scattered clouds
541,Hondo,JP,32.45,130.2,51.8,71,40,16.11,scattered clouds
542,Qasigiannguit,GL,68.82,-51.19,8.6,65,80,23.04,broken clouds
543,Les Cayes,HT,18.2,-73.75,77.4,85,100,6.24,overcast clouds
544,Kalaleh,IR,37.38,55.49,47.61,74,87,2.21,overcast clouds
545,Samana,DO,19.21,-69.34,78.8,83,75,5.68,broken clouds
546,Zverinogolovskoye,RU,54.46,64.85,5.02,93,0,6.38,clear sky
547,Gboko,NG,7.32,9.0,79.88,21,70,1.5,broken clouds
548,Micomeseng,GQ,2.15,10.62,68.95,99,96,2.15,overcast clouds
549,Kashi,CN,39.45,75.98,24.8,79,75,4.47,broken clouds
550,Mapili,PH,11.11,122.74,76.86,94,99,2.1,overcast clouds
551,Matara,LK,5.95,80.54,77.59,82,100,11.7,overcast clouds
552,Akyab,MM,20.15,92.9,69.39,68,31,6.15,scattered clouds
553,Santa Cruz De La Palma,ES,28.68,-17.76,66.2,63,0,3.36,clear sky
554,Christchurch,NZ,-43.53,172.63,71.6,40,0,16.11,clear sky
555,San Cristobal,VE,7.77,-72.22,84.2,66,40,3.36,light rain
556,Carahue,CL,-38.7,-73.17,60.8,55,0,11.41,clear sky
557,Maniitsoq,GL,65.42,-52.9,16.52,84,35,12.66,scattered clouds
558,Ariano Irpino,IT,41.15,15.08,50.0,93,90,5.77,moderate rain
559,Campoalegre,CO,2.68,-75.32,76.1,70,56,1.48,light rain
560,Murud,IN,18.33,72.97,73.65,64,9,4.7,clear sky
561,Inhambane,MZ,-23.86,35.38,68.0,100,75,11.56,moderate rain
562,Malakal,SS,9.53,31.66,75.22,19,0,6.64,clear sky
563,Mackay,AU,-21.15,149.2,82.4,74,75,17.22,broken clouds
564,Oistins,BB,13.07,-59.53,75.2,88,75,11.41,broken clouds
565,Sydney,AU,-33.87,151.21,70.0,72,100,8.01,overcast clouds
566,Kerema,PG,-7.96,145.78,83.62,69,100,1.99,overcast clouds
567,Port Lincoln,AU,-34.73,135.87,64.47,61,11,7.96,few clouds
568,Hanting,CN,36.77,119.21,29.46,88,6,8.63,clear sky
569,Cascavel,BR,-24.96,-53.46,74.44,71,35,5.86,scattered clouds
570,Nemuro,JP,43.32,145.57,34.18,81,100,12.08,overcast clouds
571,Karwar,IN,14.8,74.13,73.22,68,93,6.98,overcast clouds
572,Coracora,PE,-15.03,-73.78,55.13,54,50,10.56,scattered clouds
573,Mezen,RU,65.85,44.24,30.54,96,100,10.09,overcast clouds
574,Kanadukathan,IN,10.18,78.78,73.4,94,90,12.75,heavy intensity rain
575,Marzuq,YE,14.4,46.47,60.96,79,0,3.33,clear sky
576,Colimes,EC,-1.55,-80.02,84.2,62,40,8.05,moderate rain
577,Sechura,PE,-5.56,-80.82,72.82,63,54,18.3,broken clouds
578,Gori,GE,41.98,44.12,38.77,74,34,8.23,scattered clouds
579,Bilma,NE,18.69,12.92,66.0,23,0,4.79,clear sky
580,Nelson Bay,AU,-32.72,152.15,71.6,78,90,9.17,overcast clouds
581,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,3.2,71,0,11.18,clear sky
582,Shelburne,CA,44.08,-80.2,34.0,81,0,16.82,clear sky
583,Tiznit,MA,29.58,-9.5,59.11,61,0,2.08,clear sky
584,Thunder Bay,CA,48.4,-89.32,30.0,79,90,12.75,overcast clouds
585,Saint-Ambroise,CA,48.55,-71.33,36.0,100,96,3.36,overcast clouds
586,Lobito,AO,-12.35,13.55,76.91,77,100,5.14,overcast clouds
587,Mahibadhoo,MV,3.78,72.97,82.72,76,98,15.7,overcast clouds
588,Te Anau,NZ,-45.42,167.72,47.48,77,93,7.7,overcast clouds
589,Paraiso,CR,9.84,-83.87,69.8,100,75,5.82,broken clouds
590,Tiverton,GB,50.9,-3.48,39.99,93,0,3.36,clear sky
591,Cayce,US,33.97,-81.07,53.6,32,20,3.38,few clouds
592,Buritis,BR,-15.62,-46.42,78.19,58,70,1.68,broken clouds
593,Santa Cruz,BO,-17.8,-63.17,87.8,55,40,17.22,scattered clouds
594,Tukrah,LY,32.53,20.58,60.98,65,99,6.26,overcast clouds
595,Rio Verde De Mato Grosso,BR,-18.92,-54.84,81.9,56,57,1.66,broken clouds
596,Beringovskiy,RU,63.05,179.32,-3.01,91,65,8.03,broken clouds
597,La Ronge,CA,55.1,-105.28,33.8,55,29,4.7,scattered clouds
598,Canico,PT,32.63,-16.85,66.2,82,20,12.75,few clouds
599,Whyalla,AU,-33.03,137.58,68.0,60,31,8.05,scattered clouds
600,Ahuimanu,US,21.44,-157.84,82.4,57,40,8.05,scattered clouds
601,High Level,CA,58.52,-117.14,30.2,92,75,4.97,broken clouds
602,Dhidhdhoo,MV,6.88,73.1,82.47,76,98,11.83,overcast clouds
603,Abilene,US,32.45,-99.73,46.4,49,75,20.8,broken clouds
604,Catio,GW,11.28,-15.25,76.35,67,27,5.01,scattered clouds
605,Novyy Karachay,RU,43.82,41.9,36.75,77,25,3.98,scattered clouds
606,Aswan,EG,24.09,32.91,58.8,45,6,7.07,clear sky
607,Alekseyevsk,RU,57.84,108.35,8.98,93,100,16.37,snow
608,Nhulunbuy,AU,-12.23,136.77,86.0,79,75,8.05,broken clouds
609,Troitskoye,RU,52.98,84.68,5.36,93,0,2.89,clear sky
610,Barcelona,ES,41.39,2.16,46.99,55,0,9.17,clear sky
611,Vaureal,FR,49.03,2.03,44.01,81,90,4.7,overcast clouds
612,Najran,SA,17.49,44.13,66.2,52,0,0.81,clear sky
613,Senigallia,IT,43.71,13.22,42.8,100,100,5.82,light rain
614,Palmer,US,42.16,-72.33,37.99,69,90,9.17,overcast clouds
615,Puro,PH,12.48,123.38,79.86,85,100,3.89,light rain
616,Lipay,PH,15.46,119.92,79.72,75,100,3.58,overcast clouds
617,Chikitigarh,IN,19.2,84.62,66.31,63,95,3.24,overcast clouds
618,Zacatecoluca,SV,13.5,-88.87,86.0,58,0,8.05,clear sky
619,Havre-Saint-Pierre,CA,50.23,-63.6,41.0,100,90,9.17,moderate rain
620,Port Hardy,CA,50.7,-127.42,48.2,61,5,17.22,clear sky
621,Juba,SS,4.85,31.58,79.48,52,86,2.35,overcast clouds
622,Meridian,US,43.61,-116.39,44.6,45,1,6.93,clear sky
623,Brae,GB,60.4,-1.35,42.8,70,100,20.8,light rain
624,Sabha,LY,27.04,14.43,53.46,42,0,8.97,clear sky
625,Klaksvik,FO,62.23,-6.59,35.6,68,60,9.17,light rain
626,Pionerskiy,RU,54.95,20.23,30.2,80,90,8.95,overcast clouds
627,Knysna,ZA,-34.04,23.05,51.8,81,0,3.36,clear sky
628,Salalah,OM,17.02,54.09,78.8,78,40,1.12,scattered clouds
629,Jasper,US,37.2,-94.35,44.6,70,90,9.17,moderate rain
630,Lichuan,CN,30.3,108.85,33.13,96,100,3.4,light snow
631,Itatskiy,RU,56.07,89.04,2.68,93,5,2.93,clear sky
632,Gimli,CA,50.63,-96.99,35.6,64,0,8.05,clear sky
633,Lima,PE,-12.04,-77.03,66.99,82,90,12.75,overcast clouds
634,Dongli,CN,23.57,116.82,59.0,72,0,6.71,clear sky
635,Saint Anthony,US,45.02,-93.22,39.2,59,1,9.17,clear sky
636,Stabat,ID,3.76,98.45,77.0,100,40,3.36,mist
637,San Juan,AR,-31.54,-68.54,84.11,25,2,11.23,clear sky
638,Rabo De Peixe,PT,37.8,-25.58,60.8,77,40,21.92,scattered clouds
639,Morehead,US,37.27,-87.18,42.8,35,1,3.09,clear sky
640,Morant Bay,JM,17.88,-76.41,84.2,62,40,5.82,scattered clouds
641,Anadyr,RU,64.75,177.48,-22.0,74,40,6.71,fog
642,Puerto Lempira,HN,15.27,-83.77,78.37,82,48,9.44,scattered clouds
643,Ushtobe,KZ,45.25,77.98,20.14,82,97,1.74,overcast clouds
644,Calabasas,US,34.16,-118.64,77.0,13,1,1.99,clear sky
645,Rio Gallegos,AR,-51.62,-69.22,55.4,24,40,34.45,scattered clouds
646,Estelle,US,29.85,-90.11,57.2,62,75,13.87,broken clouds
647,Melbu,NO,68.5,14.83,43.0,81,75,20.8,broken clouds
648,Wewak,PG,-3.55,143.63,79.45,82,74,5.61,broken clouds
649,Kailua,US,21.4,-157.74,80.6,57,40,8.05,scattered clouds
650,Yichang,CN,30.71,111.28,41.99,76,86,1.07,overcast clouds
651,San Ignacio,BZ,17.16,-89.07,77.0,78,75,4.7,light rain
652,Vostok,RU,46.49,135.88,0.63,95,100,4.81,overcast clouds
653,Triunfo,BR,-29.94,-51.72,75.2,73,20,18.34,heavy intensity rain
654,Namatanai,PG,-3.67,152.43,78.24,87,100,7.02,moderate rain
655,Kedougou,SN,12.56,-12.17,79.66,28,20,2.46,few clouds
656,Dwarka,IN,22.24,68.97,75.43,58,0,8.86,clear sky
657,Tual,ID,-5.67,132.75,83.3,71,100,4.59,light rain
658,Goure,NE,13.98,10.27,73.0,15,41,3.0,scattered clouds
659,Suruc,TR,36.98,38.42,46.4,81,0,6.93,clear sky
660,Goyty,RU,43.16,45.62,35.6,93,90,11.18,mist
661,Darhan,MN,49.49,105.92,5.18,91,14,4.43,few clouds
662,Guasdualito,VE,7.24,-70.73,75.43,94,88,3.87,overcast clouds
663,Quelimane,MZ,-17.88,36.89,73.4,100,75,5.82,light rain
664,Jerantut,MY,3.94,102.36,72.99,94,93,1.32,overcast clouds
665,Kargasok,RU,59.06,80.86,4.71,91,92,8.72,overcast clouds
666,Nyurba,RU,63.28,118.33,16.29,96,100,13.58,light snow
667,Mutoko,ZW,-17.4,32.23,65.66,98,100,5.01,moderate rain
668,Petatlan,MX,17.52,-101.27,87.8,66,5,3.85,clear sky
669,Bereda,ES,43.27,-7.54,36.0,100,71,1.99,broken clouds
670,San Pedro,PH,14.35,121.02,80.6,83,75,2.57,broken clouds
671,Ouro Preto,BR,-20.39,-43.51,64.81,98,100,2.59,light rain
672,Kikwit,CD,-5.04,18.82,70.9,96,100,2.06,overcast clouds
673,Ouesso,CG,1.61,16.05,72.0,73,71,2.62,broken clouds
674,Axim,GH,4.87,-2.24,79.65,82,7,8.37,clear sky
675,Lebork,PL,54.54,17.75,30.0,79,90,14.99,overcast clouds
676,Znamenskoye,RU,57.13,73.83,2.52,93,0,4.03,clear sky
677,Havelock,US,34.88,-76.9,46.4,45,1,12.75,clear sky
678,Monte Azul,BR,-15.15,-42.87,72.79,68,45,3.04,scattered clouds
679,Yamada,JP,39.47,141.95,39.02,78,79,3.71,broken clouds
680,Ereymentau,KZ,51.62,73.1,-3.48,92,28,13.11,scattered clouds
681,Kanker,IN,20.27,81.49,58.87,65,29,3.36,scattered clouds
682,Maragogi,BR,-9.01,-35.22,78.15,82,19,8.52,few clouds
683,Kazanskaya,RU,45.41,40.44,39.25,82,51,13.56,broken clouds
684,Mount Isa,AU,-20.73,139.5,93.2,38,26,13.82,scattered clouds
685,Sehore,IN,23.2,77.08,60.55,34,62,3.76,broken clouds
686,Yantal,RU,56.85,105.25,7.93,91,100,10.18,overcast clouds
687,Corabia,RO,43.78,24.5,28.4,92,90,6.93,mist
688,Kroya,ID,-7.63,109.25,78.3,82,92,3.74,overcast clouds
689,Irbeyskoye,RU,55.64,95.45,5.5,92,6,3.62,clear sky
690,Ornskoldsvik,SE,63.29,18.72,37.4,86,100,14.99,overcast clouds
691,Komyshnya,UA,50.19,33.68,27.68,98,95,8.41,overcast clouds
692,Smolenka,RU,52.14,113.5,10.4,72,77,15.66,broken clouds
693,Itaituba,BR,-4.28,-55.98,81.3,72,81,6.08,light rain
694,Lask,PL,51.59,19.13,26.01,85,40,5.82,scattered clouds
695,Ponta Delgada,PT,37.73,-25.67,60.8,77,40,21.92,scattered clouds
696,Arshan,RU,46.27,44.22,15.8,85,61,15.66,broken clouds
697,Khani,GE,41.96,42.96,51.8,57,0,6.93,clear sky
698,Zonguldak,TR,41.25,31.83,39.96,89,8,2.35,clear sky
699,Okhotsk,RU,59.38,143.3,-7.31,86,63,15.23,broken clouds
700,Barcelos,PT,41.54,-8.62,51.01,76,0,3.36,clear sky
701,Batie,BF,9.88,-2.92,77.02,21,0,2.1,clear sky
702,Kupang,ID,-10.17,123.58,77.0,100,40,3.36,light rain
